level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	115	1	2	5	3259	2653	80	33	40.732479	विकास
4	1	115	1	3	0	2982	2699	445	35	-1	
5	1	115	1	3	1	2982	2699	76	33	96.166084	खर्चमा
5	1	115	1	3	2	3086	2699	65	33	96.344521	करिब
5	1	115	1	3	3	3180	2707	32	27	95.398903	६०
5	1	115	1	3	4	3243	2699	88	33	96.361389	प्रतिशत
5	1	115	1	3	5	3359	2699	68	34	96.295235	हिस्सा
4	1	115	1	4	0	2982	2743	445	44	-1	
5	1	115	1	4	1	2982	2743	90	35	95.633957	वैदेशिक
5	1	115	1	4	2	3084	2746	127	33	96.431877	सहायताको
5	1	115	1	4	3	3223	2752	62	35	20.123962	हुन्छ,
5	1	115	1	4	4	3302	2745	40	32	95.443405	अर्थ
5	1	115	1	4	5	3354	2746	73	32	92.525391	स्रोतले
4	1	115	1	5	0	2983	2791	444	39	-1	
5	1	115	1	5	1	2983	2792	65	38	95.898277	भन्यो,
5	1	115	1	5	2	3086	2798	101	27	95.755714	सहायता
5	1	115	1	5	3	3221	2791	113	33	96.533134	परिचालन
5	1	115	1	5	4	3368	2801	59	28	95.769157	नभए
4	1	115	1	6	0	2982	2836	445	41	-1	
5	1	115	1	6	1	2982	2837	99	31	93.282593	नेपालको
5	1	115	1	6	2	3094	2836	60	33	92.754265	रेटिग
5	1	115	1	6	3	3168	2846	61	31	94.825989	घट्छ
5	1	115	1	6	4	3242	2846	14	23	96.803535	र
5	1	115	1	6	5	3269	2837	74	32	96.655006	यसको
5	1	115	1	6	6	3356	2846	71	23	93.551727	प्रत्यक्ष
4	1	115	1	7	0	2984	2882	442	33	-1	
5	1	115	1	7	1	2984	2892	57	23	95.991859	असर
5	1	115	1	7	2	3089	2882	90	32	95.782555	आगामी
5	1	115	1	7	3	3226	2882	82	32	94.853119	आर्थिक
5	1	115	1	7	4	3354	2882	72	32	78.536972	वर्षको
4	1	115	1	8	0	2982	2928	206	35	-1	
5	1	115	1	8	1	2982	2938	125	24	96.636024	सहायतामा
5	1	115	1	8	2	3121	2928	40	35	93.269577	पर्छु
5	1	115	1	8	3	3178	2934	10	26	89.334862	।'
3	1	115	2	0	0	2982	2972	445	135	-1	
4	1	115	2	1	0	3018	2972	409	44	-1	
5	1	115	2	1	1	3018	2972	92	35	96.053482	वैदेशिक
5	1	115	2	1	2	3178	2975	130	33	96.229866	सहायताको
5	1	115	2	1	3	3376	2984	51	32	94.205467	न्यून
4	1	115	2	2	0	2982	3020	445	42	-1	
5	1	115	2	2	1	2982	3020	157	33	91.469490	परिचालनप्रति
5	1	115	2	2	2	3152	3030	45	32	90.168465	दातृ
5	1	115	2	2	3	3209	3020	101	32	96.765182	निकायले
5	1	115	2	2	4	3322	3020	44	32	96.779053	पनि
5	1	115	2	2	5	3378	3021	49	41	95.545921	ठूलो
4	1	115	2	3	0	2982	3066	445	41	-1	
5	1	115	2	3	1	2982	3067	62	32	96.836334	चासो
5	1	115	2	3	2	3071	3067	128	35	96.262726	देखाइरहेका
5	1	115	2	3	3	3226	3076	45	31	92.857689	छन्‌
5	1	115	2	3	4	3296	3077	3	21	92.857689	।
5	1	115	2	3	5	3328	3066	99	34	96.764702	केहीअघि
2	1	116	0	0	0	2982	2663	357	2	-1	
3	1	116	1	0	0	2982	2663	357	2	-1	
4	1	116	1	1	0	2982	2663	357	2	-1	
5	1	116	1	1	1	2982	2663	357	2	95.000000	 
2	1	117	0	0	0	2982	3030	328	2	-1	
3	1	117	1	0	0	2982	3030	328	2	-1	
4	1	117	1	1	0	2982	3030	328	2	-1	
5	1	117	1	1	1	2982	3030	328	2	95.000000	 
2	1	118	0	0	0	3474	2699	445	409	-1	
3	1	118	1	0	0	3474	2699	445	409	-1	
4	1	118	1	1	0	3474	2699	445	42	-1	
5	1	118	1	1	1	3474	2701	62	40	96.223328	नहुँदा
5	1	118	1	1	2	3567	2699	59	32	96.761147	निजी
5	1	118	1	1	3	3659	2700	40	32	95.995720	क्षेत्र
5	1	118	1	1	4	3731	2699	44	32	96.054581	पनि
5	1	118	1	1	5	3807	2699	112	34	96.503281	हतोत्साही
4	1	118	1	2	0	3475	2743	442	40	-1	
5	1	118	1	2	1	3475	2746	92	37	96.556969	भएकाले
5	1	118	1	2	2	3581	2745	47	33	96.164635	खर्च
5	1	118	1	2	3	3642	2745	39	32	96.522682	गर्न
5	1	118	1	2	4	3696	2745	115	34	95.797737	सकिरहेको
5	1	118	1	2	5	3826	2743	41	37	92.784836	छैन
5	1	118	1	2	6	3884	2755	2	22	90.234322	।
5	1	118	1	2	7	3904	2753	13	27	94.377937	६
4	1	118	1	3	0	3474	2791	445	42	-1	
5	1	118	1	3	1	3474	2791	158	34	96.577530	महिनासम्ममा
5	1	118	1	3	2	3653	2791	80	33	96.053436	विकास
5	1	118	1	3	3	3754	2791	108	32	96.603821	निर्माणमा
5	1	118	1	3	4	3883	2792	36	41	96.859711	हुने
4	1	118	1	4	0	3474	2836	445	42	-1	
5	1	118	1	4	1	3474	2836	46	33	96.362663	खर्च
5	1	118	1	4	2	3534	2836	90	42	96.359062	पुँजीगत
5	1	118	1	4	3	3638	2846	65	22	96.325111	जम्मा
5	1	118	1	4	4	3719	2844	17	20	96.600410	७
5	1	118	1	4	5	3752	2836	39	32	79.433067	अर्व
5	1	118	1	4	6	3807	2844	29	27	90.335808	६६
5	1	118	1	4	7	3852	2837	67	32	96.321632	करोड
4	1	118	1	5	0	3475	2882	444	42	-1	
5	1	118	1	5	1	3475	2883	70	37	96.483467	भएको
5	1	118	1	5	2	3561	2878	17	50	92.628578	छ
5	1	118	1	5	3	3596	2892	1	25	87.216232	।
5	1	118	1	5	4	3641	2892	43	32	96.374466	जुन
5	1	118	1	5	5	3706	2892	41	22	95.646461	गत
5	1	118	1	5	6	3769	2882	70	32	96.496948	वर्षको
5	1	118	1	5	7	3862	2892	57	23	96.541069	भन्दा
4	1	118	1	6	0	3474	2928	272	35	-1	
5	1	118	1	6	1	3474	2928	65	32	94.947800	करिब
5	1	118	1	6	2	3556	2936	13	27	96.311295	२
5	1	118	1	6	3	3588	2928	40	32	95.584320	अर्ब
5	1	118	1	6	4	3642	2938	45	22	93.132301	कम
5	1	118	1	6	5	3702	2929	44	33	83.486938	हो।
4	1	118	1	7	0	3525	2974	394	42	-1	
5	1	118	1	7	1	3525	2974	156	41	74.463860	अर्थविद्हरूका
5	1	118	1	7	2	3697	2984	84	32	96.847893	अनुसार
5	1	118	1	7	3	3794	2984	42	23	96.368637	यस
5	1	118	1	7	4	3849	2974	70	32	96.757309	वर्षको
4	1	118	1	8	0	3474	3020	445	42	-1	
5	1	118	1	8	1	3474	3020	76	42	88.735390	वृद्धिदर
5	1	118	1	8	2	3580	3028	5	27	96.411606	३
5	1	118	1	8	3	3609	3029	102	24	94.576424	दशमलव
5	1	118	1	8	4	3723	3015	17	52	91.856750	५
5	1	118	1	8	5	3773	3020	146	33	96.352165	प्रतिशतभन्दा
4	1	118	1	9	0	3474	3066	445	42	-1	
5	1	118	1	9	1	3474	3076	44	22	95.560646	कम
5	1	118	1	9	2	3540	3067	36	41	96.460365	हुने
5	1	118	1	9	3	3591	3061	17	51	93.206757	छ
5	1	118	1	9	4	3623	3076	1	25	84.628029	।
5	1	118	1	9	5	3669	3076	50	32	88.655457	न्यून
5	1	118	1	9	6	3740	3066	75	42	96.841019	वृद्धिमा
5	1	118	1	9	7	3837	3076	46	22	95.207855	धान
5	1	118	1	9	8	3904	3076	15	23	96.776955	र
2	1	119	0	0	0	3475	2755	336	2	-1	
3	1	119	1	0	0	3475	2755	336	2	-1	
4	1	119	1	1	0	3475	2755	336	2	-1	
5	1	119	1	1	1	3475	2755	336	2	95.000000	 
2	1	120	0	0	0	3474	3030	445	2	-1	
3	1	120	1	0	0	3474	3030	445	2	-1	
4	1	120	1	1	0	3474	3030	445	2	-1	
5	1	120	1	1	1	3474	3030	445	2	95.000000	 
2	1	121	0	0	0	2982	3120	711	4	-1	
3	1	121	1	0	0	2982	3120	711	4	-1	
4	1	121	1	1	0	2982	3120	711	4	-1	
5	1	121	1	1	1	2982	3120	711	4	95.000000	 
2	1	122	0	0	0	2982	3111	445	42	-1	
3	1	122	1	0	0	2982	3111	445	42	-1	
4	1	122	1	1	0	2982	3111	445	42	-1	
5	1	122	1	1	1	2982	3121	84	23	96.026047	सम्पन्न
5	1	122	1	1	2	3101	3121	46	32	95.126808	दातृ
5	1	122	1	1	3	3182	3111	113	32	95.734550	निकायको
5	1	122	1	1	4	3330	3121	97	24	95.790962	सहायता
2	1	123	0	0	0	3474	3109	442	40	-1	
3	1	123	1	0	0	3474	3109	442	40	-1	
4	1	123	1	1	0	3474	3109	442	40	-1	
5	1	123	1	1	1	3474	3109	76	34	96.531990	मकैको
5	1	123	1	1	2	3569	3121	124	23	96.355103	उत्पादनमा
5	1	123	1	1	3	3712	3112	70	37	95.930122	भएको
5	1	123	1	1	4	3800	3111	65	32	96.351723	करिब
5	1	123	1	1	5	3884	3119	32	27	96.682213	१०
2	1	124	0	0	0	2982	3166	937	4	-1	
3	1	124	1	0	0	2982	3166	937	4	-1	
4	1	124	1	1	0	2982	3166	937	4	-1	
5	1	124	1	1	1	2982	3166	937	4	95.000000	 
2	1	125	0	0	0	2982	3157	445	134	-1	
3	1	125	1	0	0	2982	3157	445	134	-1	
4	1	125	1	1	0	2982	3157	445	42	-1	
5	1	125	1	1	1	2982	3157	205	33	91.330643	परिचालनसम्बन्धी
5	1	125	1	1	2	3210	3161	104	38	93.193260	मूल्यांकन
5	1	125	1	1	3	3345	3158	82	31	88.009827	'नेसनल
4	1	125	1	2	0	2982	3203	443	42	-1	
5	1	125	1	2	1	2982	3203	142	33	88.107056	पोर्टफोलियो
5	1	125	1	2	2	3178	3204	131	32	91.815254	परफरमेन्स
5	1	125	1	2	3	3362	3203	63	42	31.992401	अिभ्यु'
4	1	125	1	3	0	2982	3247	445	44	-1	
5	1	125	1	3	1	2982	3247	91	35	94.114937	बैठकमा
5	1	125	1	3	2	3099	3259	45	32	94.421631	दातृ
5	1	125	1	3	3	3170	3249	100	32	95.951050	निकायले
5	1	125	1	3	4	3296	3249	131	32	96.295395	कर्मचारीको
2	1	126	0	0	0	2982	3213	327	2	-1	
3	1	126	1	0	0	2982	3213	327	2	-1	
4	1	126	1	1	0	2982	3213	327	2	-1	
5	1	126	1	1	1	2982	3213	327	2	95.000000	 
2	1	127	0	0	0	2982	3258	445	4	-1	
3	1	127	1	0	0	2982	3258	445	4	-1	
4	1	127	1	1	0	2982	3258	445	4	-1	
5	1	127	1	1	1	2982	3258	445	4	95.000000	 
2	1	128	0	0	0	3474	3157	445	134	-1	
3	1	128	1	0	0	3474	3157	445	134	-1	
4	1	128	1	1	0	3474	3157	445	38	-1	
5	1	128	1	1	1	3474	3157	121	33	93.274750	प्रतिशतको
5	1	128	1	1	2	3618	3157	109	33	88.868835	गिरावटले
5	1	128	1	1	3	3750	3157	45	32	95.912102	पनि
5	1	128	1	1	4	3818	3158	101	37	96.137733	सघाएको
4	1	128	1	2	0	3474	3203	445	42	-1	
5	1	128	1	2	1	3474	3213	22	25	69.887497	छ
5	1	128	1	2	2	3498	3199	13	50	69.887497	।
5	1	128	1	2	3	3528	3203	28	32	96.553574	यी
5	1	128	1	2	4	3568	3203	34	42	96.942535	दुई
5	1	128	1	2	5	3614	3203	91	32	96.619232	बालीको
5	1	128	1	2	6	3717	3203	68	34	93.992424	हिस्सा
5	1	128	1	2	7	3800	3203	119	33	95.519424	अर्थतन्त्रमा
4	1	128	1	3	0	3474	3249	444	42	-1	
5	1	128	1	3	1	3474	3249	65	32	94.624779	करिब
5	1	128	1	3	2	3553	3257	11	27	96.077271	१०
5	1	128	1	3	3	3601	3249	89	33	96.856743	प्रतिशत
5	1	128	1	3	4	3703	3259	50	32	92.144737	हुन्छ
5	1	128	1	3	5	3768	3259	2	22	72.625366	|
5	1	128	1	3	6	3786	3249	43	33	67.231209	Ale
5	1	128	1	3	7	3842	3249	76	42	93.752846	वृद्धिदर
2	1	129	0	0	0	3614	3213	305	2	-1	
3	1	129	1	0	0	3614	3213	305	2	-1	
4	1	129	1	1	0	3614	3213	305	2	-1	
5	1	129	1	1	1	3614	3213	305	2	95.000000	 
2	1	130	0	0	0	3242	3304	561	4	-1	
3	1	130	1	0	0	3242	3304	561	4	-1	
4	1	130	1	1	0	3242	3304	561	4	-1	
5	1	130	1	1	1	3242	3304	561	4	95.000000	 
2	1	131	0	0	0	2978	3291	449	367	-1	
3	1	131	1	0	0	2978	3291	449	179	-1	
4	1	131	1	1	0	2978	3291	448	47	-1	
5	1	131	1	1	1	2978	3291	78	47	95.322746	सरुवा,
5	1	131	1	1	2	3242	3295	184	34	91.502251	जवाफदेहिताको
4	1	131	1	2	0	2984	3341	443	32	-1	
5	1	131	1	2	1	2984	3342	180	31	92.260498	अभावलगायतले
5	1	131	1	2	2	3190	3342	100	31	96.379951	नेपालको
5	1	131	1	2	3	3315	3341	47	32	89.628349	खर्च
5	1	131	1	2	4	3387	3341	40	32	96.032661	गर्ने
4	1	131	1	3	0	2984	3384	443	44	-1	
5	1	131	1	3	1	2984	3396	71	23	96.205986	क्षमता
5	1	131	1	3	2	3080	3384	56	43	95.657845	घट्दै
5	1	131	1	3	3	3161	3387	70	37	96.751503	गएको
5	1	131	1	3	4	3256	3387	79	41	96.298492	गुनासो
5	1	131	1	3	5	3360	3387	67	32	96.657784	गरेका
4	1	131	1	4	0	2982	3432	65	38	-1	
5	1	131	1	4	1	2982	3432	46	38	88.502937	थिए
5	1	131	1	4	2	3045	3443	2	21	88.502937	।
3	1	131	2	0	0	2982	3478	445	180	-1	
4	1	131	2	1	0	3018	3478	409	35	-1	
5	1	131	2	1	1	3018	3478	65	33	95.843086	करिब
5	1	131	2	1	2	3115	3486	10	27	96.383492	३
5	1	131	2	1	3	3157	3478	109	32	95.975166	साताअघि
5	1	131	2	1	4	3296	3478	131	33	96.316353	राजधानीमा
4	1	131	2	2	0	2984	3524	443	42	-1	
5	1	131	2	2	1	2984	3524	111	33	96.290260	आयोजित
5	1	131	2	2	2	3216	3524	211	42	83.316132	जलविद्युत्‌सम्बन्धी
4	1	131	2	3	0	2982	3570	445	32	-1	
5	1	131	2	3	1	2982	3570	129	32	96.274429	कार्यक्रममा
5	1	131	2	3	2	3141	3571	99	31	96.006546	नेपालका
5	1	131	2	3	3	3269	3570	58	32	93.276131	लागि
5	1	131	2	3	4	3357	3570	70	32	84.091393	नर्वेका
4	1	131	2	4	0	2982	3616	445	42	-1	
5	1	131	2	4	1	2982	3626	83	32	93.260406	राजदूत
5	1	131	2	4	2	3096	3616	101	32	90.001999	अल्फरिन
5	1	131	2	4	3	3226	3616	128	33	92.482979	राम्सलिनले
5	1	131	2	4	4	3382	3616	45	32	96.260002	पनि
2	1	132	0	0	0	2984	3351	306	2	-1	
3	1	132	1	0	0	2984	3351	306	2	-1	
4	1	132	1	1	0	2984	3351	306	2	-1	
5	1	132	1	1	1	2984	3351	306	2	95.000000	 
2	1	133	0	0	0	2982	3626	372	2	-1	
3	1	133	1	0	0	2982	3626	372	2	-1	
4	1	133	1	1	0	2982	3626	372	2	-1	
5	1	133	1	1	1	2982	3626	372	2	95.000000	 
2	1	134	0	0	0	3474	3295	445	363	-1	
3	1	134	1	0	0	3474	3295	445	363	-1	
4	1	134	1	1	0	3476	3295	443	38	-1	
5	1	134	1	1	1	3476	3303	11	27	96.752495	३
5	1	134	1	1	2	3505	3304	102	24	90.854919	दशमलव
5	1	134	1	1	3	3615	3291	16	47	95.164673	५
5	1	134	1	1	4	3657	3295	146	33	95.410301	प्रतिशतभन्दा
5	1	134	1	1	5	3819	3305	45	22	96.577019	कम
5	1	134	1	1	6	3881	3305	38	28	96.580719	भए
4	1	134	1	2	0	3474	3339	442	44	-1	
5	1	134	1	2	1	3474	3342	28	31	96.229645	यो
5	1	134	1	2	2	3509	3335	14	53	94.303947	५
5	1	134	1	2	3	3548	3339	108	34	95.930344	वर्षयताकै
5	1	134	1	2	4	3670	3339	99	35	91.778976	सवैभन्दा
5	1	134	1	2	5	3782	3351	45	22	96.889900	कम
5	1	134	1	2	6	3840	3342	59	41	92.299011	हुनेछ
5	1	134	1	2	7	3914	3351	2	22	69.515907	|
4	1	134	1	3	0	3474	3384	445	40	-1	
5	1	134	1	3	1	3474	3386	80	33	89.240372	विकास
5	1	134	1	3	2	3572	3386	47	32	96.280136	खर्च
5	1	134	1	3	3	3637	3384	82	40	95.584770	नभएकै
5	1	134	1	3	4	3737	3396	68	23	96.132996	कारण
5	1	134	1	3	5	3824	3396	95	23	96.109093	बजारमा
4	1	134	1	4	0	3474	3432	445	41	-1	
5	1	134	1	4	1	3474	3433	117	32	95.383980	तरलताको
5	1	134	1	4	2	3612	3442	68	22	95.542534	अभाव
5	1	134	1	4	3	3698	3432	45	32	96.264374	पनि
5	1	134	1	4	4	3761	3442	57	31	96.521812	बढ्न
5	1	134	1	4	5	3838	3433	81	31	96.374138	थालेको
4	1	134	1	5	0	3474	3478	445	38	-1	
5	1	134	1	5	1	3474	3488	22	25	88.186020	छ
5	1	134	1	5	2	3520	3489	3	21	89.584549	।
5	1	134	1	5	3	3547	3488	41	28	96.604164	एक
5	1	134	1	5	4	3610	3478	146	33	95.197258	प्रतिशतभन्दा
5	1	134	1	5	5	3778	3488	42	23	96.489418	तल
5	1	134	1	5	6	3843	3479	76	32	90.037804	झरेको
4	1	134	1	6	0	3476	3522	443	37	-1	
5	1	134	1	6	1	3476	3534	65	23	93.218193	अन्तर
5	1	134	1	6	2	3560	3522	74	35	91.213959	बैंकदर
5	1	134	1	6	3	3655	3532	13	27	96.163452	६
5	1	134	1	6	4	3689	3524	88	33	96.592957	प्रतिशत
5	1	134	1	6	5	3796	3525	81	31	92.883743	नाघेको
5	1	134	1	6	6	3896	3534	23	25	96.893196	छ
4	1	134	1	7	0	3475	3570	444	41	-1	
5	1	134	1	7	1	3475	3571	40	31	96.964355	भने
5	1	134	1	7	2	3527	3570	64	41	93.264343	ट्रेजरी
5	1	134	1	7	3	3603	3570	94	32	92.744720	बिल्सको
5	1	134	1	7	4	3709	3580	74	28	57.518890	agree
5	1	134	1	7	5	3798	3578	17	20	96.915756	४
5	1	134	1	7	6	3830	3570	89	33	96.292931	प्रतिशत
4	1	134	1	8	0	3474	3617	126	41	-1	
5	1	134	1	8	1	3474	3617	70	41	96.218765	पुगेको
5	1	134	1	8	2	3558	3626	23	25	84.627823	छ
5	1	134	1	8	3	3598	3627	2	21	94.090355	|
2	1	135	0	0	0	3474	3396	445	2	-1	
3	1	135	1	0	0	3474	3396	445	2	-1	
4	1	135	1	1	0	3474	3396	445	2	-1	
5	1	135	1	1	1	3474	3396	445	2	95.000000	 
2	1	136	0	0	0	3610	3488	309	2	-1	
3	1	136	1	0	0	3610	3488	309	2	-1	
4	1	136	1	1	0	3610	3488	309	2	-1	
5	1	136	1	1	1	3610	3488	309	2	95.000000	 
2	1	137	0	0	0	985	3711	2927	9	-1	
3	1	137	1	0	0	985	3711	2927	9	-1	
4	1	137	1	1	0	985	3711	2927	9	-1	
5	1	137	1	1	1	985	3711	2927	9	95.000000	 
2	1	138	0	0	0	24	3754	879	11	-1	
3	1	138	1	0	0	24	3754	879	11	-1	
4	1	138	1	1	0	24	3754	879	11	-1	
5	1	138	1	1	1	24	3754	879	11	95.000000	 
2	1	139	0	0	0	24	3715	879	140	-1	
3	1	139	1	0	0	24	3715	879	140	-1	
4	1	139	1	1	0	24	3715	879	140	-1	
5	1	139	1	1	1	24	3715	291	135	92.568855	ब्राजिल
5	1	139	1	1	2	369	3719	534	136	91.697769	उडेकाहरूको
2	1	140	0	0	0	24	3938	715	11	-1	
3	1	140	1	0	0	24	3938	715	11	-1	
4	1	140	1	1	0	24	3938	715	11	-1	
5	1	140	1	1	1	24	3938	715	11	95.000000	 
2	1	141	0	0	0	102	3755	10	278	-1	
3	1	141	1	0	0	102	3755	10	278	-1	
4	1	141	1	1	0	102	3755	10	278	-1	
5	1	141	1	1	1	102	3755	10	278	95.000000	 
2	1	142	0	0	0	27	4125	205	40	-1	
3	1	142	1	0	0	27	4125	205	40	-1	
4	1	142	1	1	0	27	4125	205	40	-1	
5	1	142	1	1	1	27	4133	22	21	44.386353	बा
5	1	142	1	1	2	63	4125	73	32	95.762970	देवेन्द्र
5	1	142	1	1	3	147	4125	85	40	88.197899	भट्टराई
2	1	143	0	0	0	24	4166	439	1	-1	
3	1	143	1	0	0	24	4166	439	1	-1	
4	1	143	1	1	0	24	4166	439	1	-1	
5	1	143	1	1	1	24	4166	439	1	95.000000	 
2	1	144	0	0	0	24	3899	715	134	-1	
3	1	144	1	0	0	24	3899	715	134	-1	
4	1	144	1	1	0	24	3899	715	134	-1	
5	1	144	1	1	1	24	3900	320	133	96.499672	बालीमा
5	1	144	1	1	2	398	3899	341	134	96.297890	बिचल्ली
2	1	145	0	0	0	509	4130	346	2	-1	
3	1	145	1	0	0	509	4130	346	2	-1	
4	1	145	1	1	0	509	4130	346	2	-1	
5	1	145	1	1	1	509	4130	346	2	95.000000	 
2	1	146	0	0	0	505	4117	421	91	-1	
3	1	146	1	0	0	505	4117	421	91	-1	
4	1	146	1	1	0	505	4117	421	49	-1	
5	1	146	1	1	1	505	4117	119	48	90.317421	परराष्ट्रको
5	1	146	1	1	2	635	4126	100	40	74.781776	कन्सुलर
5	1	146	1	1	3	748	4129	107	24	95.959290	शाखाबाट
5	1	146	1	1	4	869	4130	57	24	95.741356	पहल
4	1	146	1	2	0	509	4166	378	42	-1	
5	1	146	1	2	1	509	4176	36	32	96.665367	हुन
5	1	146	1	2	2	562	4167	81	31	96.693428	थालेको
5	1	146	1	2	3	658	4166	33	42	96.981117	दुई
5	1	146	1	2	4	706	4176	59	23	96.570480	साता
5	1	146	1	2	5	780	4166	47	33	96.154785	बिते
5	1	146	1	2	6	842	4166	45	32	96.635033	पनि
2	1	147	0	0	0	24	4220	883	4	-1	
3	1	147	1	0	0	24	4220	883	4	-1	
4	1	147	1	1	0	24	4220	883	4	-1	
5	1	147	1	1	1	24	4220	883	4	95.000000	 
2	1	148	0	0	0	24	4209	413	81	-1	
3	1	148	1	0	0	24	4209	413	81	-1	
4	1	148	1	1	0	24	4209	413	44	-1	
5	1	148	1	1	1	24	4209	120	35	90.459633	काठमाडौं-
5	1	148	1	1	2	161	4211	133	36	95.804100	इन्डोनेसिया
5	1	148	1	1	3	309	4209	33	44	96.078636	हुँदै
5	1	148	1	1	4	357	4211	80	33	13.566999	ब्राजिल
4	1	148	1	2	0	24	4255	382	35	-1	
5	1	148	1	2	1	24	4255	72	34	96.846413	लैजाने
5	1	148	1	2	2	111	4258	118	32	96.778557	प्रलोभनमा
5	1	148	1	2	3	244	4258	55	32	96.934044	पारेर
5	1	148	1	2	4	313	4267	41	23	96.660660	गत
5	1	148	1	2	5	369	4257	37	32	96.772614	वर्ष
2	1	149	0	0	0	509	4209	398	81	-1	
3	1	149	1	0	0	509	4209	398	81	-1	
4	1	149	1	1	0	509	4209	398	44	-1	
5	1	149	1	1	1	509	4221	84	23	93.256653	समस्या
5	1	149	1	1	2	608	4211	122	42	85.112511	सुल्झिएको
5	1	149	1	1	3	745	4209	42	37	53.443867	छैन
5	1	149	1	1	4	788	4203	14	54	92.265678	।
5	1	149	1	1	5	830	4211	77	34	92.265678	'हामीले
4	1	149	1	2	0	509	4257	333	33	-1	
5	1	149	1	2	1	509	4257	130	33	91.748520	घरफिर्तीका
5	1	149	1	2	2	654	4257	58	32	96.456635	लागि
5	1	149	1	2	3	727	4258	49	31	96.351715	पाँच
5	1	149	1	2	4	791	4267	51	22	96.493034	जना
2	1	150	0	0	0	24	4312	620	4	-1	
3	1	150	1	0	0	24	4312	620	4	-1	
4	1	150	1	1	0	24	4312	620	4	-1	
5	1	150	1	1	1	24	4312	620	4	95.000000	 
2	1	151	0	0	0	24	4303	434	225	-1	
3	1	151	1	0	0	24	4303	434	225	-1	
4	1	151	1	1	0	24	4303	379	42	-1	
5	1	151	1	1	1	24	4313	104	32	96.587662	फागुनमा
5	1	151	1	1	2	143	4304	40	32	96.669823	देश
5	1	151	1	1	3	198	4304	83	34	96.670013	छाडेका
5	1	151	1	1	4	297	4311	13	27	96.756310	६
5	1	151	1	1	5	326	4303	77	32	96.403801	नेपाली
4	1	151	1	2	0	24	4349	374	42	-1	
5	1	151	1	2	1	24	4350	97	41	88.811546	युवामध्ये
5	1	151	1	2	2	136	4349	113	42	96.063721	दुर्घटनामा
5	1	151	1	2	3	263	4350	47	32	96.614052	परेर
5	1	151	1	2	4	324	4350	74	37	96.630104	एकको
4	1	151	1	3	0	24	4395	434	42	-1	
5	1	151	1	3	1	24	4395	59	32	96.816772	बाली
5	1	151	1	3	2	97	4405	87	23	94.533424	प्रान्तमा
5	1	151	1	3	3	199	4405	51	32	96.323448	मृत्यु
5	1	151	1	3	4	266	4396	70	37	96.811089	भएको
5	1	151	1	3	5	345	4391	13	51	93.158409	छ
5	1	151	1	3	6	373	4405	1	25	89.935425	।
5	1	151	1	3	7	409	4396	49	31	96.117767	पाँच
4	1	151	1	4	0	24	4441	372	33	-1	
5	1	151	1	4	1	24	4451	51	22	96.365509	जना
5	1	151	1	4	2	90	4442	40	31	96.681213	भने
5	1	151	1	4	3	145	4441	83	33	96.809563	जकार्ता
5	1	151	1	4	4	245	4442	151	31	96.085503	अध्यागमनको
4	1	151	1	5	0	24	4487	257	41	-1	
5	1	151	1	5	1	24	4496	97	23	96.299065	कारागार
5	1	151	1	5	2	136	4487	70	41	96.281761	पुगेका
5	1	151	1	5	3	221	4496	45	31	93.143539	छन्‌
5	1	151	1	5	4	279	4496	2	22	92.856895	।
2	1	152	0	0	0	509	4303	427	218	-1	
3	1	152	1	0	0	509	4303	427	218	-1	
4	1	152	1	1	0	512	4303	344	36	-1	
5	1	152	1	1	1	512	4303	132	36	96.446327	आफन्तलाई
5	1	152	1	1	2	659	4303	68	34	96.403572	जनही
5	1	152	1	1	3	743	4311	34	27	96.160522	६४
5	1	152	1	1	4	794	4313	62	24	96.385208	हजार
4	1	152	1	2	0	509	4347	427	44	-1	
5	1	152	1	2	1	509	4347	95	35	96.558846	रुपैयाँका
5	1	152	1	2	2	619	4350	53	32	96.754738	दरले
5	1	152	1	2	3	687	4349	66	33	96.323189	टिकट
5	1	152	1	2	4	768	4358	59	33	96.093796	शुल्क
5	1	152	1	2	5	842	4359	94	28	96.524063	पठाएका
4	1	152	1	3	0	509	4393	323	41	-1	
5	1	152	1	3	1	509	4393	61	41	80.209702	थियौं,
5	1	152	1	3	2	587	4405	34	23	96.636726	तर
5	1	152	1	3	3	636	4405	35	23	93.284515	घर
5	1	152	1	3	4	686	4395	54	32	91.262871	फिर्ने
5	1	152	1	3	5	754	4405	78	22	95.623184	क्रममा
4	1	152	1	4	0	512	4441	348	33	-1	
5	1	152	1	4	1	512	4442	140	31	95.671745	अध्यागमनले
5	1	152	1	4	2	667	4441	88	32	95.824051	नक्कली
5	1	152	1	4	3	769	4441	91	33	95.764748	भिसाको
4	1	152	1	5	0	512	4486	363	35	-1	
5	1	152	1	5	1	512	4486	162	34	91.518646	अभियोगसहित
5	1	152	1	5	2	689	4496	75	23	96.326973	पक्राउ
5	1	152	1	5	3	778	4487	49	32	96.251144	गरेर
5	1	152	1	5	4	843	4494	32	27	96.312408	१०
2	1	153	0	0	0	335	4541	448	4	-1	
3	1	153	1	0	0	335	4541	448	4	-1	
4	1	153	1	1	0	335	4541	448	4	-1	
5	1	153	1	1	1	335	4541	448	4	95.000000	 
2	1	154	0	0	0	24	4532	413	125	-1	
3	1	154	1	0	0	24	4532	413	125	-1	
